url,has_icon,favicon_diff_domain,favicon_invalid_ext,anchor_tags_present,anchor_empty_href,anchor_diff_domain,meta_external,meta_sus_words,script_external,script_sus_words,link_external,total_external,total_resources,external_resources,sfh_total_forms,sfh_blank_action,sfh_diff_domain,sfh_password_inputs,sfh_suspicious_inputs,iframe_src_count,iframe_src_hidden,iframe_src_size,iframe_src_diff_domain,iframe_src_no_sandbox,iframe_srcdoc_count,iframe_srcdoc_hidden,iframe_srcdoc_scripts,iframe_srcdoc_sus_words,total_iframes,inline_scripts,high_risk_patterns,medium_risk_patterns,low_risk_patterns,sus_js_diff_domain,nlp_suspicious_words,analyze_textual_sus_words,onmouseover_scripts,onmouseover_tags,right_click_scripts,right_click_tags,label
https://mkvmoviespoint.mov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://ostrovok.ru,1,1,0,1,0,8,2,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
https://enterprisedb.com,1,0,0,1,15,12,2,0,6,0,0,8,21,9,1,0,0,0,0,9,1,1,9,9,0,0,0,0,9,5,0,0,0,6,14,8,0,0,0,0,0
https://llvm.org,0,0,0,1,0,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
https://lenskart.com,1,0,0,1,1,4,1,0,1,0,0,2,61,5,1,1,0,0,0,4,1,1,4,4,0,0,0,0,4,10,0,1,0,1,2,2,0,0,0,0,0
https://correctdilutetrophy.com,1,1,0,1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0
https://marketsandmarkets.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://abril.com.br,1,0,3,1,0,4,0,0,2,0,0,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,1,2,0,2,0,0,0,0,0
https://wfmz.com,1,1,1,1,2,39,5,0,35,0,0,40,151,72,5,0,0,0,0,3,2,2,3,3,0,0,0,0,3,66,1,3,2,33,22,40,0,0,0,0,0
https://numerama.com,1,0,0,1,3,28,0,0,3,0,0,3,141,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,2,14,3,0,0,0,0,0
https://docusign.com,1,0,0,1,0,7,1,0,0,0,0,1,86,86,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,4,0,0,0,0,16,1,0,0,0,0,0
https://sinoptik.bg,1,1,1,1,5,35,2,0,11,0,0,13,26,23,1,0,0,0,0,2,1,1,2,2,0,0,0,0,2,16,0,0,0,10,0,13,0,0,0,0,0
https://sportime.gr,1,0,1,1,0,24,0,0,0,0,0,0,84,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,1,0,0,0,0,0,0
https://eolo.it,1,0,0,1,18,8,0,0,2,0,0,2,42,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,10,0,0,0,2,5,2,0,0,0,0,0
https://pharmeasy.in,0,0,0,1,0,9,0,0,1,0,0,1,489,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,4,0,1,0,1,9,1,0,0,0,0,0
https://cyberprotect.ru,1,0,0,1,0,8,0,0,1,0,0,1,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,2,1,0,0,0,0,0
https://i4.cn,1,0,1,1,1,4,0,0,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,18,0,0,0,0,0,0
https://kobo.com,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://alianza.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://herzindagi.com,1,0,0,1,0,6,2,0,0,0,0,2,149,65,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,6,0,1,0,0,3,2,0,0,0,0,0
https://pythonhosted.org,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
https://fotoscapes.com,1,0,0,1,0,5,1,0,10,0,0,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,1,11,0,0,0,0,0
https://impactify.media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://growthbook.io,1,2,0,1,0,10,2,0,9,0,0,11,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,4,11,0,0,0,0,0
https://geniex.com,1,0,0,1,0,3,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0
https://unglobalcompact.org,1,0,0,1,0,8,0,0,6,0,0,6,2,2,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,5,0,0,0,2,2,6,0,0,0,0,0
https://steinberg.net,1,0,0,1,0,5,1,0,2,0,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,3,0,0,0,0,0
https://mirohost.net,0,0,0,1,4,8,0,0,0,0,0,0,11,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0
https://notamedia.com,1,0,0,1,5,13,0,0,4,0,0,4,98,2,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,6,0,0,0,3,1,4,0,0,0,0,0
https://allaboutdnt.com,1,3,0,1,1,47,8,0,8,0,0,16,3,3,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,5,0,1,0,7,5,16,0,0,0,0,0
https://sundaysky.com,1,0,0,1,0,11,1,0,5,0,0,6,89,1,2,0,0,0,0,3,2,1,1,3,0,0,0,0,3,34,0,0,0,3,11,6,0,0,0,19,0
https://instant-gaming.com,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0
https://heartland.us,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://1isaidub.com,1,0,0,1,0,0,2,0,2,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0
https://wheniwork.com,0,0,0,1,0,13,2,0,1,0,0,3,89,89,3,3,0,0,0,1,0,1,1,1,0,0,0,0,1,6,0,0,0,1,14,3,0,0,0,0,0
https://articulate.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://tetr.io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
https://bet365.bet.ar,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
https://shadowserver.org,1,0,0,1,0,10,0,0,2,0,0,2,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,1,2,0,0,0,0,0
https://fiercehealthcare.com,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
https://teachable.com,1,2,1,1,2,8,2,0,9,0,0,11,82,82,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,18,0,3,0,7,2,11,0,0,0,0,0
https://acemlnb.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://musics-fa.com,1,0,0,1,0,4,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
https://announcekit.app,0,0,0,1,0,0,0,0,1,0,0,1,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,25,1,0,0,0,0,0
https://spox.com,1,0,0,1,0,6,0,0,0,0,0,0,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0
https://7filmywap.com,1,0,0,1,0,31,3,0,1,0,0,4,22,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,4,0,0,0,0,0
https://ilpost.it,1,12,3,1,2,1,0,0,13,0,0,13,47,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,13,1,13,0,0,0,0,0
