url,has_icon,favicon_diff_domain,favicon_invalid_ext,anchor_tags_present,anchor_empty_href,anchor_diff_domain,meta_external,meta_sus_words,script_external,script_sus_words,link_external,total_external,total_resources,external_resources,sfh_total_forms,sfh_blank_action,sfh_diff_domain,sfh_password_inputs,sfh_suspicious_inputs,iframe_src_count,iframe_src_hidden,iframe_src_size,iframe_src_diff_domain,iframe_src_no_sandbox,iframe_srcdoc_count,iframe_srcdoc_hidden,iframe_srcdoc_scripts,iframe_srcdoc_sus_words,total_iframes,inline_scripts,high_risk_patterns,medium_risk_patterns,low_risk_patterns,sus_js_diff_domain,nlp_suspicious_words,analyze_textual_sus_words,onmouseover_scripts,onmouseover_tags,right_click_scripts,right_click_tags,label
https://leagueofgraphs.com,1,2,0,1,8,32,2,0,5,0,0,7,6,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,3,7,0,0,0,0,0
https://videolan.org,1,0,0,1,0,18,0,0,1,0,0,1,28,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,1,0,0,0,0,0
https://meredith.com,1,0,0,1,0,12,2,0,0,0,0,2,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
https://chimpstatic.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://experian.co.uk,1,4,0,1,2,40,0,0,3,0,0,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,17,3,0,0,0,0,0
https://tatacliq.com,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
https://rosewoodhotels.com,1,0,0,1,4,8,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,5,3,0,0,0,0,0
https://its.porn,1,0,0,1,19,6,1,0,2,0,0,3,68,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,2,0,0,6,3,0,0,0,0,0
https://grab.com,1,0,0,1,15,16,0,0,3,0,0,3,14,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,22,0,3,0,3,9,3,0,0,0,0,0
https://vlxx.film,1,0,0,1,0,83,4,0,3,0,0,7,21,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,7,0,0,0,0,0
https://tripster.ru,1,0,0,1,0,22,0,0,0,0,0,0,120,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://conrad.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://canaltech.com.br,1,0,0,1,0,13,0,0,1,0,0,1,6,6,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,9,0,0,0,1,10,1,0,0,0,0,0
https://redwap.me,1,4,0,1,4,2,1,0,5,0,0,6,125,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,6,0,0,0,0,0
https://q10.com,1,0,0,1,2,8,1,0,2,0,0,3,83,2,2,0,0,0,0,1,1,1,1,1,0,0,0,0,1,24,0,0,0,1,0,3,0,0,0,0,0
https://burton.com,1,0,6,1,0,9,1,0,5,0,0,6,31,1,2,0,0,0,0,1,1,1,1,1,0,0,0,0,1,37,0,1,0,5,6,6,0,0,0,0,0
https://ssstik.io,1,0,0,1,0,3,3,0,0,0,0,3,12,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,3,0,0,0,0,14,3,0,0,0,0,0
https://ezojs.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://hover.to,1,2,0,1,0,10,0,0,13,0,0,13,47,47,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,16,0,0,0,13,10,13,0,0,0,0,0
https://mbga.jp,1,0,0,1,0,9,0,0,0,0,0,0,30,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
https://ausha.co,1,0,0,1,1,6,2,0,3,0,0,5,168,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,17,0,4,0,3,9,5,0,0,0,0,0
https://espreso.tv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://virginmedia.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://trueaim360.com,1,0,0,1,0,0,0,0,1,0,0,1,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
https://grena.ge,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://unistra.fr,1,0,0,1,8,19,0,0,3,0,0,3,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0
https://lehigh.edu,1,0,0,1,2,28,0,0,2,0,0,2,61,1,2,0,0,0,0,1,1,1,1,1,0,0,0,0,1,3,0,0,0,2,5,2,0,0,0,0,0
https://battlelog.com,1,0,0,1,0,23,1,0,0,0,0,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,2,1,0,0,0,0,0
https://legifrance.gouv.fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://9xflix.mov,1,0,0,1,0,3,2,0,2,0,0,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,4,0,0,0,0,0
https://zont.online,1,0,0,1,1,45,0,0,5,0,0,5,21,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4,1,5,0,0,0,0,0
https://idealista.com,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
https://pyszne.pl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://rpp.pe,1,4,0,1,1,74,2,0,4,0,0,6,204,204,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,73,0,0,0,4,3,6,0,0,0,0,0
https://redtube.com,1,2,2,1,3,11,0,0,4,0,0,4,146,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,2,1,3,4,4,0,0,0,0,0
https://books.com.tw,0,0,0,1,66,5,1,0,8,0,0,9,21,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,8,0,9,0,0,0,0,0
https://angel.co,1,0,0,1,2,89,0,0,7,0,0,7,33,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,14,0,1,0,3,8,7,0,0,0,0,0
https://vietnamplus.vn,1,0,0,1,2,15,0,0,7,0,0,7,150,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,43,0,2,0,7,3,7,0,0,0,0,0
https://tattle.life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://gamemonetize.com,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
https://wcd.gov.in,1,0,0,1,6,22,0,0,4,0,0,4,56,6,1,0,0,0,0,5,0,0,5,5,0,0,0,0,5,21,0,1,0,2,1,4,0,1,0,0,0
https://nomerogram.ru,1,0,0,1,1,7,0,0,2,0,0,2,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0
https://toss.im,1,0,0,1,0,9,0,0,1,0,0,1,35,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,3,0,0,0,1,0,1,0,0,0,0,0
https://spoonflower.com,1,0,0,1,0,6,2,0,1,0,0,3,63,61,2,2,0,0,0,1,1,1,0,1,0,0,0,0,1,11,0,0,0,1,0,3,0,0,0,0,0
https://fossil.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://boardhost.com,1,0,0,1,0,0,0,0,0,0,0,0,14,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,11,0,0,0,0,0,0
https://zonos.com,1,0,0,1,0,6,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,15,0,0,0,0,0,0
https://windguru.cz,1,2,0,1,4,2,1,0,5,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,6,0,0,0,0,0
https://mst.edu,1,0,0,1,0,23,0,0,5,0,0,5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,3,0,4,4,5,0,0,0,0,0
https://tripadvisor.it,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
https://bollyflix.spa,1,2,0,1,2,120,4,0,29,0,0,33,24,24,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,29,0,33,0,0,0,0,0
https://timmehosting.de,1,0,0,1,54,6,0,0,0,0,0,0,30,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
https://apotheken-umschau.de,1,0,0,1,3,10,1,0,1,0,0,2,69,12,4,0,0,0,0,1,1,1,0,1,0,0,0,0,1,23,0,6,0,1,1,2,0,0,0,0,0
https://pokerist.com,1,0,0,1,6,22,0,0,11,0,0,11,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,5,11,0,0,0,0,0
https://codehs.com,1,0,0,1,15,35,0,0,5,0,0,5,42,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,14,0,1,0,3,10,5,0,0,0,0,0
https://lightspeedsystems.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://docdoc.ru,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0
https://letmejerk.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://lotterysambad.one,1,0,0,1,0,1,0,0,5,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,2,5,0,0,0,0,0
https://trustedcpmrevenue.com,0,0,0,1,0,14,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0
https://google.com.sg,0,0,0,1,0,10,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0
https://turf-fr.com,1,0,0,1,8,38,1,0,11,0,0,12,192,2,6,6,0,0,0,2,1,1,2,2,0,0,0,0,2,27,0,1,2,8,5,12,0,0,0,0,0
https://the-ozone-project.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://truthout.org,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
https://digital-watchdog.com,1,0,0,1,50,20,0,0,9,0,0,9,105,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,5,17,9,0,0,0,0,0
https://google.com.nf,0,0,0,1,0,10,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0
https://grammarly.net,1,3,0,1,0,154,2,0,13,0,0,15,60,58,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,3,0,0,0,13,14,15,0,0,0,0,0
https://arcgisonline.com,1,0,0,1,0,4,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0
https://photoshelter.com,1,0,3,1,0,14,1,0,0,0,0,1,91,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,7,0,0,0,0,6,1,0,0,0,0,0
https://nabucasa.com,1,0,0,1,0,13,0,0,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0
https://producthunt.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://longisland.com,1,0,1,1,5,25,0,0,3,0,0,3,16,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,2,4,3,0,0,0,0,0
https://crisistextline.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://babelio.com,1,0,0,1,0,11,0,0,4,0,0,4,74,34,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,8,0,0,0,3,0,4,0,0,0,0,0
https://winscp.net,1,0,0,1,0,11,0,0,9,0,0,9,15,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,9,3,9,0,0,0,0,0
https://usagi.one,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dialmyapp.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://tigerdroppings.com,0,0,0,1,1,3,0,0,3,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,3,7,3,0,0,0,0,0
https://houzz.com,1,4,4,1,10,6,0,0,0,0,0,0,114,113,3,2,0,1,0,0,0,1,0,1,0,0,0,0,0,6,1,0,0,0,12,0,0,0,0,0,0
https://privateemail.com,1,0,0,1,1,25,0,0,2,0,0,2,6,1,1,1,0,1,3,1,1,1,1,1,0,0,0,0,1,3,0,0,0,2,67,2,0,0,0,0,0
https://wyzecam.com,1,1,1,1,0,19,3,0,24,0,0,27,52,52,3,0,0,0,0,1,1,1,1,1,0,0,0,0,1,38,0,3,1,24,14,27,0,0,0,0,0
https://imyfone.com,1,0,0,1,3,16,0,0,0,0,0,0,100,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,7,1,0,0,0,48,0,1,0,0,0,0
https://amxrtb.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
