URL,validity
http://jess-van.com/bail,unsafe
http://gnydc.blogspot.sn,unsafe
http://bt-100831.weeblysite.com,unsafe
http://fms.vru.ac.th/admin/admin_1590415904/file/command/MIND/bid/login.php,unsafe
http://bcde.info/doc-new%202/doc-new,unsafe
http://alphadental.co/newfax/perfect,unsafe
http://gxjjcn.com/hyi/-/dir/afaedf5705da90722927e7ed03c95a77/execution.html?validation=e1s1,unsafe
http://626381898-reviewpage.pages.dev/help/contact/387063272052724,unsafe
http://gayathrimurugeshan.github.io/Netflix-homepage,unsafe
http://cognizantt.com/Afcu/DOMAIN,unsafe
http://ehntb.blogspot.fi,unsafe
http://attcom-105961.weeblysite.com,unsafe
http://direccionweb.webcindario.com,unsafe
http://hacheyou.com/zhinan/jianzhang/page658.shtm,unsafe
http://can.aqin.eu.org,unsafe
http://cenntro-mrcadlibrree.talk4fun.net,unsafe
http://harrisonsfcondos.com/public/H3W1ulLICK4qDN820M8LXYgvQ6ZF7HCN,unsafe
http://aakvshh.github.io/netflix_landing_page,unsafe
http://jabbertech.com/wp-includes/images/mage/activity/0cfc0820a412c00e22b81fa835783389/security.php,unsafe
http://att-10386990.weeblysite.com,unsafe
http://cancelacionangbnlomba.vercel.app,unsafe
http://bafybeibew764tqntddvjzsb5viboq44nzhvz4pn55wgxaxyznxnww47c2e.ipfs.dweb.link,unsafe
http://instagram.secure.accountlogin.us,unsafe
http://gfdgfdg5345.blogspot.com.ng,unsafe
http://fleek.ipfs.io/ipfs/bafybeibpsjggo2d7npdfwc4zn55jic2jrmrouirrxltg5rpfp7satdtr3a,unsafe
http://7bet988.com/wp-content/*,unsafe
http://iutyry.netlify.app,unsafe
http://harrisonsfcondos.com/public/9FgbgkJYrIIeDzUbCdgxLZCWFSQEn0oK,unsafe
http://8ecne20f9u.pmeimg.com/107519/c96de8/22f2880f-bea5-40e4-b104-a01460afc4a7,unsafe
http://gamingclaim.com,unsafe
http://fepro.cs.buap.mx/2013/administrator/templates/hathor/html/com_content/wells/jziywu=/me1owi=/grmm2i=,unsafe
http://fbvxc.blogspot.md,unsafe
http://365aam.com/index.php,unsafe
http://alertaysegurid27.webcindario.com,unsafe
http://iboommedia.com/verify/index.html,unsafe
http://arcadecats.com/officenwamic/.vvnuhteursunllr/bmFyZ2l6Lm11cmFkb3ZhQGV1LndlYXRoZXJmb3JkLmNvbQ==,unsafe
http://deskinvoice.com,unsafe
http://ipfs.fleek.co/ipfs/Qma2yyjDUEsuZgZgTn4x3s9xYiTEgTCpoVo5M1SqFF6UWA,unsafe
http://circoprimo.cl/wp-include/new/css/0rhyyx/Y29uc3RhbnRpbm9zQGxldmVyYXRlLmNvbQ==,unsafe
http://adssffs.weeblysite.com,unsafe
http://jackandjillnurseryschool.com/aps/service/service/customer_center/user-735574/payment.php,unsafe
http://amazonvip.aijourney.cn/signim/?openid_pape_max_auth_age=http:/specs.openid.net/auth/2.0/identifier&openid_return_to=https:/www.amazon.co.jp/?ref_=nav_em_hd_re_signin&openid.identity=_select&openid.assoc_handle=jpflex&openid.mode=checkid_setup&key=a@b.c&openid.claimed_id=http:/specs.openid.net/auth/2.0/identifier_select&openid.ns=http:/specs.openid.net/auth/2.0&ref_=nav_em_hd_clc_signin,unsafe
http://ihelpgadgets.com/wp-admin/bins/e40f7bc01e48de9d94812536a689235f,unsafe
http://andreatomaselli.it/service/s2.html?cmd=_account-details&session=5dsf5sfsdfsfs555554,unsafe
http://agrolifebiotech.com/bwe/surf2.php,unsafe
http://c.theborneopost.com/misc/typo3/phar-stream-wrapper/src/Phar/a91598486d60099db6875696b9dd11a2/mail/spectrum/login.htm?cmd=login_submit&id=73cb325da9c4f7fa69525823b2d61e1c73cb325da9c4f7fa69525823b2d61e1c&session=73cb325da9c4f7fa69525823b2d61e1c,unsafe
http://aquaichikawa.com/wp-content/user/secure-mail/sv.webmail.jp?uid=3mail@b.c,unsafe
http://crushus-s3.nowcache.com/ja-jp.facebook.com/winterfestoc,unsafe
http://feceboolk.blogspot.in,unsafe
http://home-106502.weeblysite.com,unsafe
http://coinbsesingg.gitbook.io/us,unsafe
http://cn.67mbetx.com/home/register,unsafe
http://automobile-lambert.com/payment/NOTEPURE/uh/No_cap/FBG/office.php,unsafe
http://9ue7dgf.ctk9akio.eu.org,unsafe
http://gcnaksum.com,unsafe
http://6548723lha235792.hostfree.pw,unsafe
http://carrefour-enbacktoschool2.pages.dev/ugndfour,unsafe
http://accshomecnfrm0log.github.io,unsafe
http://hamdamfoundation.org.pk/mail06att.net001/AT&T,unsafe
http://asd.douyuhh.tk,unsafe
http://fb-restriction-case-57d00.web.app,unsafe
http://157.230.44.207/onlina/CIBC/9f4d0d23af8d1c45faa89aff1a88408b/online/index2.html,unsafe
http://allweednedislove.byethost6.com/?i=1,unsafe
http://65b7d3757c56390008a2d84a--ods-android.netlify.app/components/tabs_docs,unsafe
http://cs2121221231312.iceiy.com/dn/c/cls/auth/language=en.html,unsafe
http://business-help-ads-25f37.firebaseapp.com/form-2122.html,unsafe
http://fis.unj.ac.id/wp-content/plugins/ile.co/il.co/index,unsafe
http://adm668.com,unsafe
http://camdaseks.blogcu.com,unsafe
http://hacheyou.com/master/zyss/wx1607196322.shtml,unsafe
http://breople.com/wp-includes/certificates/dirc/ie/id/627c2,unsafe
http://chailla.com/modules/paybox__/views/Crow.x/profileinfo.php,unsafe
http://ckraikenilogen.gitbook.io/us,unsafe
