url,has_icon,favicon_diff_domain,favicon_invalid_ext,anchor_tags_present,anchor_empty_href,anchor_diff_domain,meta_external,meta_sus_words,script_external,script_sus_words,link_external,total_external,total_resources,external_resources,sfh_total_forms,sfh_blank_action,sfh_diff_domain,sfh_password_inputs,sfh_suspicious_inputs,iframe_src_count,iframe_src_hidden,iframe_src_size,iframe_src_diff_domain,iframe_src_no_sandbox,iframe_srcdoc_count,iframe_srcdoc_hidden,iframe_srcdoc_scripts,iframe_srcdoc_sus_words,total_iframes,inline_scripts,high_risk_patterns,medium_risk_patterns,low_risk_patterns,sus_js_diff_domain,nlp_suspicious_words,analyze_textual_sus_words,dynamic_scripts_count,meta_refresh_redirect,window_location_redirect,final_url_diff_domain,hidden_forms_count,onmouseover_scripts,onmouseover_tags,right_click_scripts,right_click_tags,label
https://mkvmoviespoint.mov,1,3,0,1,0,53,3,0,5,0,0,8,27,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,8,12.0,0,0,1,0,0,0,0,0,0
https://ostrovok.ru,1,1,0,1,0,9,1,0,15,0,0,16,9,9,1,1,0,0,0,1,0,1,1,3,0,0,0,0,1,14,0,0,0,15,5,16,43.0,0,1,0,0,0,0,0,0,0
https://enterprisedb.com,1,0,0,1,26,12,2,0,13,0,0,15,25,11,1,0,0,0,0,11,1,1,11,11,0,0,0,0,11,14,0,3,0,13,14,15,48.0,0,0,0,1,0,0,0,0,0
https://llvm.org,0,0,0,1,0,11,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,0
https://lenskart.com,1,0,0,1,0,9,6,0,8,0,0,14,60,4,1,1,0,0,0,2,1,2,2,3,0,0,0,0,2,17,0,0,0,8,2,14,59.0,0,0,0,0,0,0,0,0,0
https://correctdilutetrophy.com,1,1,0,1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1.0,0,0,0,0,0,0,0,0,0
https://marketsandmarkets.com,1,0,0,1,4,9,0,0,11,0,0,11,64,3,2,1,0,0,0,2,1,1,2,2,0,0,0,0,2,7,0,0,0,11,6,11,41.0,0,0,0,1,0,0,0,0,0
https://abril.com.br,1,0,3,1,0,4,0,0,15,0,0,15,20,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,22,0,4,1,15,0,15,39.0,0,0,0,0,0,0,0,0,0
https://wfmz.com,1,2,1,1,2,39,5,0,89,0,0,94,205,99,6,0,0,0,0,12,3,4,6,17,1,0,1,0,13,67,1,2,1,79,20,94,171.0,0,1,0,1,0,0,0,0,0
https://numerama.com,1,0,0,1,3,31,0,0,10,0,0,10,144,81,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,14,0,2,0,8,12,10,30.0,0,1,0,0,0,0,0,0,0
https://docusign.com,1,0,0,1,0,7,1,0,10,0,0,11,67,67,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,16,0,1,2,10,12,11,39.0,0,0,0,0,0,0,0,0,0
https://sinoptik.bg,1,1,1,1,5,41,2,0,29,0,0,31,41,34,1,0,0,0,0,13,1,5,8,15,0,0,0,0,13,18,0,0,0,24,3,31,48.0,0,0,0,0,0,0,0,0,0
https://sportime.gr,1,0,1,1,0,24,0,0,2,0,0,2,84,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,17,0,1,0,2,1,2,19.0,0,0,0,0,0,0,0,0,0
https://eolo.it,1,0,0,1,18,7,0,0,14,0,0,14,47,6,1,0,0,0,0,3,1,2,3,4,0,0,0,0,3,13,0,1,0,14,5,14,29.0,0,0,0,1,0,0,0,0,0
https://pharmeasy.in,0,0,0,1,0,12,0,0,1,0,0,1,581,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,4,0,1,0,1,10,1,47.0,0,1,0,0,0,0,0,0,0
https://cyberprotect.ru,1,0,0,1,0,10,0,0,7,0,0,7,76,2,1,0,0,0,0,2,0,0,2,2,0,0,0,0,2,24,0,0,0,7,2,7,52.0,0,1,0,1,0,0,0,0,0
https://i4.cn,1,0,1,1,1,4,0,0,5,0,0,5,31,2,1,0,0,0,0,2,0,2,2,2,0,0,0,0,2,5,0,2,0,5,18,5,18.0,0,1,0,1,0,0,0,0,0
https://kobo.com,1,0,1,1,2,60,2,0,9,0,0,11,304,1,2,0,0,0,0,1,1,1,1,1,0,0,0,0,1,29,0,1,0,8,92,11,75.0,0,0,0,1,0,0,0,0,0
https://alianza.com,1,0,0,1,2,9,3,0,4,0,0,7,15,2,0,0,0,0,0,2,1,1,2,2,0,0,0,0,2,15,0,0,0,4,7,7,46.0,0,0,0,0,0,0,0,0,0
https://pythonhosted.org,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0,0,0,0,0,0,0,0,0
https://fotoscapes.com,1,0,0,1,0,6,1,0,25,0,0,26,18,3,1,1,0,0,0,7,1,3,3,7,0,0,0,0,7,5,0,0,0,18,3,26,32.0,0,0,0,0,0,0,0,0,0
https://impactify.media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
https://growthbook.io,1,2,0,1,0,9,2,0,18,0,0,20,26,26,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,7,0,0,0,16,4,20,26.0,0,0,0,0,0,0,0,0,0
https://geniex.com,1,0,0,1,0,3,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,4.0,0,0,0,0,0,0,0,0,0
https://binance.me,1,4,0,1,5,14,5,0,27,0,0,32,17,14,0,0,0,0,0,3,1,1,1,3,0,0,0,0,3,16,0,1,0,27,11,32,43.0,0,1,0,0,0,0,0,0,0
https://novelpia.com,1,0,0,1,18,12,0,0,60,0,0,60,238,13,2,1,0,1,0,6,2,3,3,3,0,0,0,0,6,50,0,3,0,55,0,60,140.0,1,1,0,1,0,0,0,0,0
https://unglobalcompact.org,1,0,0,1,0,31,0,0,18,0,0,18,9,8,2,0,1,0,0,5,1,3,4,6,0,0,0,0,5,6,0,0,0,13,37,18,24.0,0,0,0,1,0,0,0,0,0
https://steinberg.net,1,0,0,1,0,10,1,0,5,0,0,6,31,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,5,0,0,0,5,5,6,13.0,0,0,0,0,0,0,0,0,0
