url,has_icon,favicon_diff_domain,favicon_invalid_ext,anchor_tags_present,anchor_empty_href,anchor_diff_domain,meta_external,meta_sus_words,script_external,script_sus_words,link_external,total_external,total_resources,external_resources,sfh_total_forms,sfh_blank_action,sfh_diff_domain,sfh_password_inputs,sfh_suspicious_inputs,iframe_src_count,iframe_src_hidden,iframe_src_size,iframe_src_diff_domain,iframe_src_no_sandbox,iframe_srcdoc_count,iframe_srcdoc_hidden,iframe_srcdoc_scripts,iframe_srcdoc_sus_words,total_iframes,inline_scripts,high_risk_patterns,medium_risk_patterns,low_risk_patterns,sus_js_diff_domain,nlp_suspicious_words,analyze_textual_sus_words,dynamic_scripts_count,meta_refresh_redirect,window_location_redirect,final_url_diff_domain,hidden_forms_count,onmouseover_scripts,onmouseover_tags,right_click_scripts,right_click_tags,label
https://delaware.gov,1,0,0,1,3,11,0,0,11,0,0,11,20,2,5,4,1,0,2,2,1,1,2,2,0,0,0,0,2,3,0,0,0,7,6,11,23,0,0,0,1,0,0,0,0,0
https://futurism.com,1,0,0,1,0,2,1,0,18,0,0,19,6,3,0,0,0,0,0,2,1,4,1,6,0,0,0,0,2,13,0,0,0,17,5,19,51,0,0,0,0,0,0,0,0,0
https://edaily.co.kr,1,0,0,1,1,14,0,0,19,0,0,19,111,4,0,0,0,0,0,4,1,2,2,5,0,0,0,0,4,73,0,0,2,19,1,19,100,0,1,0,0,0,0,0,0,0
https://bilibili.com,1,2,0,1,0,0,0,0,9,0,0,9,25,25,1,1,0,0,0,2,0,0,2,2,0,0,0,0,2,12,0,1,0,9,0,9,22,0,1,0,0,0,0,0,0,0
https://onrender.com,1,0,0,1,3,46,2,0,4,0,0,6,74,74,0,0,0,0,0,1,0,2,1,3,0,0,0,0,1,47,0,3,0,4,4,6,87,0,1,1,0,0,0,0,0,0
https://sc.edu,0,0,0,1,0,5,0,0,12,0,0,12,14,5,2,0,0,0,0,1,1,2,1,2,0,0,0,0,1,12,0,0,0,12,1,12,33,0,0,0,1,0,0,0,0,0
https://lite-host.in,1,0,0,1,6,57,0,0,2,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,1,0,0,0,0,0,0
https://biblestudytools.com,1,1,0,1,0,11,0,0,60,0,0,60,27,20,3,0,0,0,0,14,0,2,6,12,0,0,0,0,14,7,0,1,0,54,4,60,70,0,1,0,1,0,0,0,0,0
https://eldorado.ru,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0
https://hawaiinewsnow.com,1,14,14,1,0,136,3,0,45,0,0,48,64,63,1,0,1,0,0,18,4,9,14,14,0,0,0,0,18,20,1,1,0,44,8,48,70,0,1,0,1,0,0,0,0,0
