url,has_icon,favicon_diff_domain,favicon_invalid_ext,anchor_tags_present,anchor_empty_href,anchor_diff_domain,meta_external,meta_sus_words,script_external,script_sus_words,link_external,total_external,total_resources,external_resources,sfh_total_forms,sfh_blank_action,sfh_diff_domain,sfh_password_inputs,sfh_suspicious_inputs,iframe_src_count,iframe_src_hidden,iframe_src_size,iframe_src_diff_domain,iframe_src_no_sandbox,iframe_srcdoc_count,iframe_srcdoc_hidden,iframe_srcdoc_scripts,iframe_srcdoc_sus_words,total_iframes,inline_scripts,high_risk_patterns,medium_risk_patterns,low_risk_patterns,sus_js_diff_domain,nlp_suspicious_words,analyze_textual_sus_words,dynamic_scripts_count,meta_refresh_redirect,window_location_redirect,final_url_diff_domain,hidden_forms_count,onmouseover_scripts,onmouseover_tags,right_click_scripts,right_click_tags,label
https://ladbrokes.com,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
https://consentframework.com,0,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,2,1,5,0,0,0,0,0,0,0,0,0
https://benjaminmoore.com,1,0,0,1,1,9,0,0,41,0,0,41,46,8,0,0,0,0,0,7,1,2,3,4,0,0,0,0,7,18,0,0,0,39,9,41,71,0,0,0,0,0,0,0,0,0
https://radiozet.pl,1,0,1,1,0,42,0,0,25,0,0,25,139,4,1,1,0,0,0,5,0,2,4,6,0,0,0,0,5,22,0,1,0,25,6,25,71,0,1,0,0,0,0,0,0,0
https://dyson.it,1,0,0,1,5,10,0,0,21,0,0,21,35,18,2,1,0,0,0,1,0,0,0,2,0,0,0,0,1,42,0,4,0,20,6,21,95,0,1,0,1,0,0,0,0,0
https://liv.ac.uk,1,0,0,1,1,199,0,0,5,0,0,5,13,3,2,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,5,2,5,6,0,0,1,1,0,0,0,0,0
https://nero.com,1,0,1,1,5,24,0,0,11,0,0,11,85,1,0,0,0,0,0,3,1,2,1,5,0,0,0,0,3,31,3,2,0,7,13,11,46,0,1,0,0,0,0,0,0,0
https://toobit.com,1,0,0,1,0,25,0,0,10,0,0,10,62,2,0,0,0,0,0,2,1,1,2,2,0,0,0,0,2,1,0,0,0,9,1,10,12,0,0,0,0,0,0,0,0,0
https://dnspod.com,1,1,0,1,0,18,0,0,13,0,0,13,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,13,0,13,20,0,1,0,0,0,0,0,0,0
https://blackpast.org,1,0,3,1,2,3,2,0,1,0,0,3,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,0,0,1,1,4,3,29,0,1,0,0,1,0,1,0,0
https://doaj.org,1,0,0,1,9,18,0,0,2,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2,3,2,17,0,0,0,1,0,0,0,0,0
https://tenorshare.com,1,0,1,1,3,11,0,0,28,0,0,28,156,6,2,0,1,0,0,4,0,1,3,5,0,0,0,0,4,11,0,0,1,28,96,28,41,0,0,0,0,0,0,0,0,0
https://serveriai.lt,1,2,0,1,33,32,3,0,7,0,0,10,30,2,7,6,1,0,0,3,0,0,1,4,0,0,0,0,3,3,0,0,0,7,22,10,11,0,0,0,1,0,0,0,0,0
https://ccsd.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dutchnews.nl,1,0,0,1,4,7,2,0,23,0,0,25,181,2,1,0,0,0,0,6,0,2,2,6,0,0,0,0,6,6,0,0,0,19,3,25,36,0,1,0,1,0,0,0,0,0
https://datadoghq.eu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
https://appbrain.com,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0
https://bangumi.moe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
https://voanews.com,1,0,0,1,2,76,0,0,14,0,0,14,61,2,2,0,0,0,0,2,1,1,2,1,0,0,0,0,2,9,0,1,0,14,1,14,38,0,1,0,1,0,0,0,0,0
https://allegion.com,1,0,0,1,3,8,1,0,8,0,0,9,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,9,22,0,0,0,1,0,0,0,0,0
https://adiam.tech,1,1,0,1,1,6,1,0,17,0,0,18,55,55,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,0,17,0,18,37,0,0,0,1,0,0,0,0,0
https://vrisko.gr,1,0,0,1,0,6,1,0,13,0,0,14,7,3,3,0,0,3,3,3,1,1,3,4,0,0,0,0,3,5,0,1,0,12,7,14,23,0,0,0,1,0,0,0,0,0
https://blogg.se,1,0,1,1,0,6,1,0,35,0,0,36,107,28,1,0,0,0,0,28,14,15,18,9,0,0,0,0,28,41,0,0,0,31,0,36,77,0,0,0,0,0,0,0,0,0
https://cepr.org,1,0,0,1,0,18,0,0,8,0,0,8,22,2,2,0,1,0,0,2,1,1,2,3,0,0,0,0,2,3,0,0,0,5,12,8,18,0,0,0,1,0,0,0,0,0
https://dreamhost.com,1,0,0,1,0,8,0,0,28,0,0,28,70,6,3,0,0,0,0,6,1,2,4,10,0,0,0,0,6,29,1,3,0,24,27,28,64,0,1,0,1,0,0,1,0,0
https://bloombergquint.com,1,0,0,1,0,26,3,0,29,0,0,32,29,7,2,0,0,0,0,8,1,4,2,10,0,0,0,0,8,27,0,3,1,24,2,32,56,0,1,1,1,0,0,0,0,0
