url,has_icon,favicon_diff_domain,favicon_invalid_ext,anchor_tags_present,anchor_empty_href,anchor_diff_domain,meta_external,meta_sus_words,script_external,script_sus_words,link_external,total_external,total_resources,external_resources,sfh_total_forms,sfh_blank_action,sfh_diff_domain,sfh_password_inputs,sfh_suspicious_inputs,iframe_src_count,iframe_src_hidden,iframe_src_size,iframe_src_diff_domain,iframe_src_no_sandbox,iframe_srcdoc_count,iframe_srcdoc_hidden,iframe_srcdoc_scripts,iframe_srcdoc_sus_words,total_iframes,inline_scripts,high_risk_patterns,medium_risk_patterns,low_risk_patterns,sus_js_diff_domain,nlp_suspicious_words,analyze_textual_sus_words,dynamic_scripts_count,meta_refresh_redirect,window_location_redirect,final_url_diff_domain,hidden_forms_count,onmouseover_scripts,onmouseover_tags,right_click_scripts,right_click_tags,label
https://frontier.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://mawaqit.net,1,0,0,1,22,11,0,0,3,0,0,3,4271,4235,0,0,0,0,0,2,1,1,2,3,0,0,0,0,2,5,0,0,0,3,5,3,20,0,0,0,0,0,0,0,0,0
https://kobobooks.com,1,17,1,1,4,109,10,0,28,0,0,38,283,108,2,0,0,0,0,3,1,3,2,6,0,0,0,0,3,32,0,0,0,26,95,38,62,0,0,1,1,0,0,0,0,0
https://mathworks.com,1,0,0,1,5,9,0,0,23,0,0,23,30,2,1,0,0,0,0,3,0,0,2,4,0,0,0,0,3,15,0,3,0,22,2,23,57,0,1,0,1,0,0,0,0,0
https://bokeptoket.com,1,0,0,1,2,0,0,0,6,0,0,6,26,0,3,0,0,1,3,1,0,1,0,1,0,0,0,0,1,6,0,0,0,6,14,6,20,0,0,0,1,0,0,0,0,0
https://yowindow.ru,1,0,0,1,0,24,2,0,4,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,4,0,6,14,0,0,0,0,0,0,0,0,0
https://cia.gov,1,0,0,1,0,8,1,0,0,0,0,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0
https://cosentino.com,1,0,0,1,0,10,1,0,0,0,0,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,14,0,0,1,0,0,0,0,0,0
https://chavesnamao.com.br,1,0,0,1,0,11,1,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,48,0,0,0,0,0,0,0,0,0
https://wayfair.ca,1,10,0,1,0,0,3,0,79,0,0,82,16,16,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,76,0,3,0,79,11,82,156,0,1,0,1,0,0,0,0,0
https://saby.uz,1,1,0,1,1,21,3,0,134,0,0,137,70,3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,7,0,1,0,134,0,137,145,0,1,1,0,0,0,0,0,0
https://galerieslafayette.com,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0
https://gifi.fr,1,0,0,1,1,8,0,0,26,0,0,26,129,5,4,1,0,0,0,4,2,3,3,6,0,0,0,0,4,18,0,1,0,26,4,26,54,0,0,0,1,0,0,0,0,0
https://lacnic.net,1,0,0,1,1,10,0,0,13,0,0,13,9,2,2,1,0,0,0,4,1,1,1,5,1,0,1,0,5,9,0,2,1,12,1,13,38,0,1,0,1,0,0,0,0,0
