url,has_icon,favicon_diff_domain,favicon_invalid_ext,anchor_tags_present,anchor_empty_href,anchor_diff_domain,anchor_diff_ratio,meta_external,meta_sus_words,external_meta_ratio,script_external,script_sus_words,external_script_ratio,total_links,external_link_count,ratio_extern_link,total_external,total_resources,external_resources,external_request_ratio,sfh_total_forms,sfh_blank_action,sfh_diff_domain,sfh_password_inputs,sfh_suspicious_inputs,iframe_src_count,iframe_src_hidden,iframe_src_size,iframe_src_diff_domain,iframe_src_no_sandbox,iframe_external_src_ratio,iframe_srcdoc_count,iframe_srcdoc_hidden,iframe_srcdoc_scripts,iframe_srcdoc_sus_words,total_iframes,inline_scripts,high_risk_patterns,medium_risk_patterns,low_risk_patterns,sus_js_diff_domain,sus_js_behave_ratio,risk_patterns_ratio,nlp_suspicious_words,onmouseover_scripts,onmouseover_tags,right_click_scripts,right_click_tags,validity
http://parachuteclub.live/,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,1.0,0.0,0,0.0,1.0,0,0,0,0.0,0.0,unsafe
https://app2.mockplus.com/e/o9HJJne91,1,1,0,0.0,0,0,0.0,1,0,0.09090909090909091,0,0,0.0,3,1,0.3333333333333333,2.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,unsafe
https://share.hsforms.com/1SPeC4F7RRmuoZukL_wHr9gsofsz,1,4,1,1.0,0,0,0.0,0,0,0.0,1,0,1.0,6,6,1.0,7.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,8,0,6.0,0.0,1,0.125,0.75,0,0,0,0.0,0.0,unsafe
https://docu-sign-42534568743432143546576323123542633215465273.weebly.com/,0,0,0,4.0,2,0,0.0,0,0,0.0,6,1,0.6666666666666666,7,6,0.8571428571428571,12.0,3,1,0.3333333333333333,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,16,0,0.0,0.0,6,0.375,0.0,4,0,0,0.0,0.0,unsafe
https://aug8btcomms.weebly.com/,0,0,0,3.0,1,0,0.0,0,0,0.0,6,1,0.6666666666666666,7,6,0.8571428571428571,12.0,2,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,14,0,0.0,0.0,6,0.42857142857142855,0.0,4,0,0,0.0,0.0,unsafe
https://telstramyid.weebly.com/,0,0,0,2.0,1,0,0.0,0,0,0.0,7,1,0.7,11,10,0.9090909090909091,17.0,2,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,15,0,0.0,0.0,7,0.4666666666666667,0.0,4,0,0,0.0,0.0,unsafe
https://att-103512-adeyemi.square.site/,1,0,0,0.0,0,0,0.0,0,0,0.0,8,0,1.0,22,3,0.13636363636363635,11.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,8,0,0.0,0.0,8,1.0,0.0,0,0,0,0.0,0.0,unsafe
https://xn--80ab1amccbm0f.xn--p1ai/MailUpdate/neteasehardest/900/,1,0,0,0.0,0,0,0.0,0,0,0.0,3,0,0.3333333333333333,2,1,0.5,4.0,0,0,0.0,1,1,0,1,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,1.0,0.0,1,1.0,1.0,0,0,0,0.0,0.0,unsafe
https://bit.ly/4gwxRfc,1,0,0,4.0,0,4,1.0,0,0,0.0,0,0,0.0,1,1,1.0,1.0,2,2,1.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,5,0,0,0.0,0.0,unsafe
https://currently73453.weebly.com/,0,0,0,2.0,1,0,0.0,0,0,0.0,6,1,0.46153846153846156,8,7,0.875,13.0,3,1,0.3333333333333333,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,16,0,0.0,0.0,6,0.375,0.0,3,0,0,0.0,0.0,unsafe
