url,has_icon,favicon_diff_domain,favicon_invalid_ext,anchor_tags_present,anchor_empty_href,anchor_diff_domain,anchor_diff_ratio,meta_external,meta_sus_words,external_meta_ratio,script_external,script_sus_words,external_script_ratio,total_links,external_link_count,ratio_extern_link,total_external,total_resources,external_resources,external_request_ratio,sfh_total_forms,sfh_blank_action,sfh_diff_domain,sfh_password_inputs,sfh_suspicious_inputs,iframe_src_count,iframe_src_hidden,iframe_src_size,iframe_src_diff_domain,iframe_src_no_sandbox,iframe_external_src_ratio,iframe_srcdoc_count,iframe_srcdoc_hidden,iframe_srcdoc_scripts,iframe_srcdoc_sus_words,total_iframes,inline_scripts,high_risk_patterns,medium_risk_patterns,low_risk_patterns,sus_js_diff_domain,sus_js_behave_ratio,risk_patterns_ratio,nlp_suspicious_words,onmouseover_scripts,onmouseover_tags,right_click_scripts,right_click_tags,validity
https://tinyurl.com/mwrfa25d,1,0,0,24.0,0,0,0.0,0,0,0.0,4,0,1.0,12,1,0.08333333333333333,5.0,9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,12,0,0.0,0.0,4,0.3333333333333333,0.0,4,0,0,0.0,0.0,unsafe
https://d-outlook3930034.firebaseapp.com/,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,1,0.0,0.0,0,0.0,1.0,0,0,0,0.0,0.0,unsafe
https://bghocalonia.web.app/,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,1.0,0.0,0,0.0,1.0,0,0,0,0.0,0.0,unsafe
https://providencilesito.webcindario.com/,0,0,0,1.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1,1,1.0,0,0,0,0,0,1,1,1.0,1,1,1.0,0,0,0,0,1,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,unsafe
https://bit.ly/4d89v8J,1,0,0,3.0,0,3,1.0,0,0,0.0,0,0,0.0,1,1,1.0,1.0,2,2,1.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,unsafe
https://bit.ly/40oI4o3,1,0,0,3.0,0,3,1.0,0,0,0.0,0,0,0.0,1,1,1.0,1.0,2,2,1.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,unsafe
https://ldgre--logien--webs.webflow.io/,1,2,0,1.0,0,1,1.0,0,0,0.0,2,0,1.0,3,3,1.0,5.0,1,1,1.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0.0,0.0,1,1.0,0.0,1,0,0,0.0,0.0,unsafe
https://qrco.de/bfNxy1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3,2,0.6666666666666666,2.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,1,0,0,0.0,0.0,unsafe
https://bit.ly/41LWlfH,1,0,0,4.0,0,4,1.0,0,0,0.0,0,0,0.0,1,1,1.0,1.0,2,2,1.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,5,0,0,0.0,0.0,unsafe
https://id8237482374712374123.firebaseapp.com/,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,1.0,0.0,0,0.0,1.0,0,0,0,0.0,0.0,unsafe
https://qrco.de/bfE81v,0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,1.0,1,0,0.0,2.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0.0,0.0,1,1.0,0.0,0,0,0,0.0,0.0,unsafe
https://tinyurl.com/29njzhd7,1,0,0,24.0,0,0,0.0,0,0,0.0,4,0,1.0,12,1,0.08333333333333333,5.0,9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,12,0,0.0,0.0,4,0.3333333333333333,0.0,4,0,0,0.0,0.0,unsafe
